School,Room,Tag#,Type,Brand,Model Number,Serial Number,PO#,Vendor,Price,Funds,Purchase Date,Disposal Date
Lake Road Elementary,1 to 1,59570,Laptop,Lenovo,82VL,PW097BKC,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,59628,Laptop,Lenovo,82VL,PW097BR2,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,59639,Laptop,Lenovo,82VL,PW097BQY,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,59642,Laptop,Lenovo,82VL,PW097BNJ,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,59653,Laptop,Lenovo,82VL,PW097BQA,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,59703,Laptop,Lenovo,82VL,PW097BM1,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,59709,Laptop,Lenovo,82VL,PW097BKX,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,59750,Laptop,Lenovo,82VL,PW097C48,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,59762,Laptop,Lenovo,82VL,PW097C8K,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,59874,Laptop,Lenovo,82VL,PW097BQ0,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,59911,Laptop,Lenovo,82VL,PW097CTX,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,59954,Laptop,Lenovo,82VL,PW097BKS,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,60006,Laptop,Lenovo,82VL,PW097C5P,96541,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,12/8/2023,0000-00-00
Lake Road Elementary,1 to 1,60108,Laptop,Lenovo,82VL,PW0BL8J7,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60109,Laptop,Lenovo,82VL,PW0BL8VE,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60110,Laptop,Lenovo,82VL,PW0BL9QV,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60111,Laptop,Lenovo,82VL,PW0BL8GN,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60112,Laptop,Lenovo,82VL,PW0BJHAS,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60113,Laptop,Lenovo,82VL,PW0BL8FT,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60114,Laptop,Lenovo,82VL,PW0BL9R4,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60115,Laptop,Lenovo,82VL,PW0BL9S3,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60116,Laptop,Lenovo,82VL,PW0BL8MN,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60117,Laptop,Lenovo,82VL,PW0BL9RE,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60118,Laptop,Lenovo,82VL,PW0BL8TS,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60119,Laptop,Lenovo,82VL,PW0BL8TM,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60120,Laptop,Lenovo,82VL,PW0BL8JT,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60121,Laptop,Lenovo,82VL,PW0BL8W3,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60122,Laptop,Lenovo,82VL,PW0BJHB2,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60123,Laptop,Lenovo,82VL,PW0BL9R1,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60124,Laptop,Lenovo,82VL,PW0BL9QS,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60125,Laptop,Lenovo,82VL,PW0BL9RZ,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60126,Laptop,Lenovo,82VL,PW0BL8F2,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60127,Laptop,Lenovo,82VL,PW0BL9Q1,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60128,Laptop,Lenovo,82VL,PW0BL8W2,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60129,Laptop,Lenovo,82VL,PW0BL8VP,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60130,Laptop,Lenovo,82VL,PW0BL9R5,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60131,Laptop,Lenovo,82VL,PW0BL8VM,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60132,Laptop,Lenovo,82VL,PW0BJHAE,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60133,Laptop,Lenovo,82VL,PW0BJHA9,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60134,Laptop,Lenovo,82VL,PW0BL9QL,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60136,Laptop,Lenovo,82VL,PW0BL9QA,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60137,Laptop,Lenovo,82VL,PW0BL8F1,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60148,Laptop,Lenovo,82VL,PW0BL9RR,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60149,Laptop,Lenovo,82VL,PW0BL8T0,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60150,Laptop,Lenovo,82VL,PW0BJHAH,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60151,Laptop,Lenovo,82VL,PW0BJHAG,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60152,Laptop,Lenovo,82VL,PW0BL8EB,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,60153,Laptop,Lenovo,82VL,PW0BL9S4,96664,"Unistar-Sparco Computers, Inc",545.96,ESSER 3.0,5/9/2024,0000-00-00
Lake Road Elementary,1 to 1,54208,Laptop,Lenovo,100e 2nd Gen,R910L5MC,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54210,Laptop,Lenovo,100e 2nd Gen,R910L61C,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54227,Laptop,Lenovo,100e 2nd Gen,R910L5RN,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54239,Laptop,Lenovo,100e 2nd Gen,R910L5K8,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54257,Laptop,Lenovo,100e 2nd Gen,R910L5VR,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54280,Laptop,Lenovo,100e 2nd Gen,R910L5H1,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54369,Laptop,Lenovo,100e 2nd Gen,R910MVND,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54392,Laptop,Lenovo,100e 2nd Gen,R910MBPZ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54416,Laptop,Lenovo,100e 2nd Gen,R910MVL5,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54419,Laptop,Lenovo,100e 2nd Gen,R910MVMR,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54440,Laptop,Lenovo,100e 2nd Gen,R910MBQG,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54457,Laptop,Lenovo,100e 2nd Gen,R910MVNY,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54463,Laptop,Lenovo,100e 2nd Gen,R910MVQF,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54471,Laptop,Lenovo,100e 2nd Gen,R910MVK0,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54472,Laptop,Lenovo,100e 2nd Gen,R910MVJ3,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54473,Laptop,Lenovo,100e 2nd Gen,R910MVL4,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54474,Laptop,Lenovo,100e 2nd Gen,R910MVGW,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54477,Laptop,Lenovo,100e 2nd Gen,R910MBMG,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54479,Laptop,Lenovo,100e 2nd Gen,R910MBG8,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54480,Laptop,Lenovo,100e 2nd Gen,R910MBPE,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54481,Laptop,Lenovo,100e 2nd Gen,R910L553,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54482,Laptop,Lenovo,100e 2nd Gen,R910MBJY,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54484,Laptop,Lenovo,100e 2nd Gen,R910MVHY,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54485,Laptop,Lenovo,100e 2nd Gen,R910MVMK,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54486,Laptop,Lenovo,100e 2nd Gen,R910MVJB,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54489,Laptop,Lenovo,100e 2nd Gen,R910MBFE,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54490,Laptop,Lenovo,100e 2nd Gen,R910M5TQ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54491,Laptop,Lenovo,100e 2nd Gen,R910MBFQ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54493,Laptop,Lenovo,100e 2nd Gen,R910MBFJ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54494,Laptop,Lenovo,100e 2nd Gen,R910L4W0,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54495,Laptop,Lenovo,100e 2nd Gen,R910M5X9,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54496,Laptop,Lenovo,100e 2nd Gen,R910MBG2,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54498,Laptop,Lenovo,100e 2nd Gen,R910MVK1,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54500,Laptop,Lenovo,100e 2nd Gen,R910MBK8,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54503,Laptop,Lenovo,100e 2nd Gen,R910MVMX,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54504,Laptop,Lenovo,100e 2nd Gen,R910MVM7,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54505,Laptop,Lenovo,100e 2nd Gen,R910MVKR,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54506,Laptop,Lenovo,100e 2nd Gen,R910MVPF,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54507,Laptop,Lenovo,100e 2nd Gen,R910MVKB,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54508,Laptop,Lenovo,100e 2nd Gen,R910M5TC,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54509,Laptop,Lenovo,100e 2nd Gen,R910MBJZ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54511,Laptop,Lenovo,100e 2nd Gen,R910MBKB,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54512,Laptop,Lenovo,100e 2nd Gen,R910MBN4,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54513,Laptop,Lenovo,100e 2nd Gen,R910M5TT,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54514,Laptop,Lenovo,100e 2nd Gen,R910MBFW,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54515,Laptop,Lenovo,100e 2nd Gen,R910M5TV,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54516,Laptop,Lenovo,100e 2nd Gen,R910M5SH,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54517,Laptop,Lenovo,100e 2nd Gen,R910L6ET,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54518,Laptop,Lenovo,100e 2nd Gen,R910M5SR,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54519,Laptop,Lenovo,100e 2nd Gen,R910MBF8,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54520,Laptop,Lenovo,100e 2nd Gen,R910M5VB,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54521,Laptop,Lenovo,100e 2nd Gen,R910L6E1,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54522,Laptop,Lenovo,100e 2nd Gen,R910L6H5,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54524,Laptop,Lenovo,100e 2nd Gen,R910MBNJ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54525,Laptop,Lenovo,100e 2nd Gen,R910MBHC,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54530,Laptop,Lenovo,100e 2nd Gen,R910MBJ0,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54531,Laptop,Lenovo,100e 2nd Gen,R910MBE8,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54532,Laptop,Lenovo,100e 2nd Gen,R910M5VR,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54533,Laptop,Lenovo,100e 2nd Gen,R910M5YB,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54534,Laptop,Lenovo,100e 2nd Gen,R910MBE9,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54538,Laptop,Lenovo,100e 2nd Gen,R910L6EZ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54539,Laptop,Lenovo,100e 2nd Gen,R910MBEV,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54541,Laptop,Lenovo,100e 2nd Gen,R910MVKC,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54542,Laptop,Lenovo,100e 2nd Gen,R910L6F6,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54543,Laptop,Lenovo,100e 2nd Gen,R910MVK5,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54544,Laptop,Lenovo,100e 2nd Gen,R910MBPD,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54545,Laptop,Lenovo,100e 2nd Gen,R910MVNZ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54546,Laptop,Lenovo,100e 2nd Gen,R910MBHJ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54547,Laptop,Lenovo,100e 2nd Gen,R910MBES,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54548,Laptop,Lenovo,100e 2nd Gen,R910MVM4,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54550,Laptop,Lenovo,100e 2nd Gen,R910MBEG,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54551,Laptop,Lenovo,100e 2nd Gen,R910MVPM,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54553,Laptop,Lenovo,100e 2nd Gen,R910MBMK,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54554,Laptop,Lenovo,100e 2nd Gen,R910MBFY,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54556,Laptop,Lenovo,100e 2nd Gen,R910L6FC,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54558,Laptop,Lenovo,100e 2nd Gen,R910MBHR,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54559,Laptop,Lenovo,100e 2nd Gen,R910MBHL,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54560,Laptop,Lenovo,100e 2nd Gen,R910MBEB,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54561,Laptop,Lenovo,100e 2nd Gen,R910MVJ9,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54562,Laptop,Lenovo,100e 2nd Gen,R910MBN9,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54563,Laptop,Lenovo,100e 2nd Gen,R910MVLH,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54564,Laptop,Lenovo,100e 2nd Gen,R910MVQL,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54567,Laptop,Lenovo,100e 2nd Gen,R910MVSW,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54568,Laptop,Lenovo,100e 2nd Gen,R910MVNR,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54569,Laptop,Lenovo,100e 2nd Gen,R910MVJF,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54570,Laptop,Lenovo,100e 2nd Gen,R910MVRK,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54571,Laptop,Lenovo,100e 2nd Gen,R910MVKD,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54573,Laptop,Lenovo,100e 2nd Gen,R910MVLP,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54574,Laptop,Lenovo,100e 2nd Gen,R910L6F0,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54575,Laptop,Lenovo,100e 2nd Gen,R910L6J8,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54577,Laptop,Lenovo,100e 2nd Gen,R910MVLL,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54579,Laptop,Lenovo,100e 2nd Gen,R910M5S0,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54580,Laptop,Lenovo,100e 2nd Gen,R910MVKK,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54581,Laptop,Lenovo,100e 2nd Gen,R910MVR3,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54582,Laptop,Lenovo,100e 2nd Gen,R910MVQS,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54583,Laptop,Lenovo,100e 2nd Gen,R910MVP5,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54584,Laptop,Lenovo,100e 2nd Gen,R910MVLZ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54585,Laptop,Lenovo,100e 2nd Gen,R910MBP8,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54587,Laptop,Lenovo,100e 2nd Gen,R910M5VY,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54589,Laptop,Lenovo,100e 2nd Gen,R910MBL0,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54591,Laptop,Lenovo,100e 2nd Gen,R910L674,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54593,Laptop,Lenovo,100e 2nd Gen,R910MBGG,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54594,Laptop,Lenovo,100e 2nd Gen,R910MBLZ,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54596,Laptop,Lenovo,100e 2nd Gen,R910L5DY,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54597,Laptop,Lenovo,100e 2nd Gen,R910MBH6,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54598,Laptop,Lenovo,100e 2nd Gen,R910MBG5,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54599,Laptop,Lenovo,100e 2nd Gen,R910MBEP,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54600,Laptop,Lenovo,100e 2nd Gen,R910MVJ2,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54601,Laptop,Lenovo,100e 2nd Gen,R910MBQY,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
Lake Road Elementary,1 to 1,54605,Laptop,Lenovo,100e 2nd Gen,R910MBNH,95349,"CDW Government, Inc.",207,ESSER 1.0,1/6/2021,0000-00-00
